Metin;Durum
kesinlikle almayın ben aldim kardeşim beğenmedi takılmadı bile iade edilmedi ikinci ele giriyormuş elektronik eşyalarda böle bi saçmalık yok hiç memnun kalmadım yazık verilen paraya 1 yıldızda vermiycektim yorum yapamıyorum diye verdim;0
Bir iş yapıyorsanız düzgün yapın çocuk sevindirmek için aldık bozuk çıktı çalışmıyor ! Almayın arkadaşlar değmez;0
ürünün telefona bağlanmıyor sıkıntı var ben bunu iade etmek istiyorum ben kaç kişi ile yapmaya çalıştık kara kodu girdik olmuyor ben kaç gündür sizden haber bekliyorum aldığım akıllı saat sıkıntılı bulutue bir görüyor bir görmüyor;0
saati oğluma aldin hediye olarak.kargolamasi iyiydi ama saati telefona baglayamadik bi türlü.cogu yorumdaki gini baglanti surekli kesiliyo.hic kullanamadik;0
ürün elime ulaştı kontrol için paketi açtım saat eski ve kırık çıktı şaşırdım hemen Trendyol a msj attım çok çabuk geri dönüş yaptılar.;0
15 gün içinde iade deniliyor ancak sebep belirtmeden iade reddediliyor. Şarzı 1 gün anca gidiyor. Huawei P10 lite ile eşleşmedi sürekli bağlantı kesildi diyor. Tavsiye etmiyorum.;0
Ürün kullanılmış ve yıpranmış bir şekilde geldi. Çalışıyor ama ilk gün üst ekranı çıktı. Oğlun hayal kırıklığı yaşadı. Kargolama çok hızlıydı oysa ki;0
ürün iki parça halindedir saatin kafası ayrı bir parça ,kordon ayrı bir parça saatin yani ürün promlem kesinlikle tavsiye etmiyorum;0
Ütün geldi ançak şuanda bakabildim il dışındaydım ürün açılmıyor gerçekten leş... şarja taktık gene açılması iade zamanı da geçti param çöpe gitti;0
Ürün hiç güzel değil elime alır almaz ekranı çıktı bozuk ürün göndermişler, hiç beklemezdim bu sayfadan bozuk ürün gelsin demekki oluyormuş sakın almayın bnce kullanmadan ekran camı çıktı, ve m4 söylemiştim beşini göndermişler, bilekliği takamadım bile olan paraya oldu;0
napip edip ürünü telefona bağlayamadım sarj hemen bitiyor 3 gün sonra şarj etmemeye başladı bozuldu şehir dışına çıktığım için iade edemedim;0
Şarj oldu açılmıyor telefonun bluethotunu açtım bulamıyor cihazı sorun ne diye bi baktırıcam olmadı mecbur iade;0
beyenmedim yazdığınız gibi deyil sadece 3 program var nabız ve adım sayar ve yol ölçer bun lar var benim telefonumda da var bunlar;0
siyah bir saat sipariş etmeme rağmen kırmızı çalışmayan bir saat yolladılar iade ettiğimiz saatin iadesini kabul etmeyip bide bize geri yolluyolar yüzsüzlüğün bukadarı elli lira için bukadar düşülmeye değmez sayın ilgililer çok yazık;0
ürün hic bir sekilde baglanmıyo iade formu doldurdum yarın iade edicem bakılım kabul ediceklermii sanmıyorum ama;0
iPhone a bağlanamadım sorun telefondan sanıyordum ama samsungta da bağlanmıyor iade edeceğim sadece saat için kullansam saat alırdım;0
bu paun bile fazla ürün çalışmadı iade ettik reddedildi size tekrar gönderilecek denildi ama elimize bile ulaşmadı tekrar resmen kandırıldik;0
Bu saati okadar çok isteyerek sipariş etmiştim ki,geldiğinde tam bir hayal kırıklığı, elektronik eşya benim bildiğim bu kadar basit kargolanmaz,özensizdi,paketin içini açtığımde ürünün ağzı gözü yamulmuştu,sarjı sıfırdı zaten, şarja taktım sarj olmuyo gözüküyo,kesinlikle başka firmadan alın bu firmadan almayın,resmen paramla rezil oldum,özensizliğin daniskası;0
fiyat uygun ama kalitesiz bir saat kesinlikle tavsiye etmiyorum. pil ömrü çok kısa siyah renk istedim lacivert geldi . geri iade etmek istiyorum. şık saat ama kalitesiz;0
hicbir ise yaramıyor aynısını telefonunuz yapar zaten hiç gerek yok almayın çağrılara da bağlanmıyor zaten göstermiyor hiç begenmedim;0
Belirtilen özellikler maalesef yer almıyor.;0
Tek kelime ile skandal. Açılmıyor. Şarj olmuyor. Zaman ve para kaybı.;0
uzun bir süre şarja taktım ama yine de açılmadı iade etmek zorunda kaldım;0
Tavsiye etmiyorum ürün arızalı cıktı;0
Kesinlikle almayîn hemen bozuluyo;0
bozuk hic siparis etmeyin;0
hiç memnun değilim telefona bağlanmadı;0
kargo bana getirmeden iade etmiş;0
ürünün kordonu neden yamuk?;0
Bir müddet sonra bağlantı sorunu yaşanıyor;0
ilk başta  şarja koydum bi daha açılmadı iade ettim;0
ürün gösterildiği gibi gelmedi bu fiyatdan daha uyguna bulabilirsiniz;0
fazla bir beklentiniz olmasın ekran baya küçük biraz kullanimi zor idare eder ama;0
kullanımı zor ve karışık boşa aldığımı düşünüyorum.;0
hiç almayın paranıza yazık ne özenli bi paketleme ne istediğiniz gibi ni verimlilik;0
sistem bağlantı hatası veriyor kesinlikle tavsiye etmem;0
Ucuza teknolojik alet alınmamalı. Neyseki iade de sorun hiç çıkarmadıkları için 2 puan verdil;0
havuzda denedim su geçirdi iade etmek zorunda kaldım maalesef;0
aldık kurulumu yapılmıyo saat ayarı bağlantı başarısız dio pek memnun kalmadik;0
Ben ürünün kalitesini beğenmedim orta kısmı yuvasına yerleşmedi, üzüldüm ve iade ettim.;0
İşlevini görüyor fakat kaliteli bişey beklemeyin;0
şarjı bir gün zor dayanıyor hiç begenmeeim;0
urun geldi guzel paketlenmisti ama acilmiyo ve şarj almıyoo;0
berbat çok kötü;0
Tavsiye etmem paslandı bile 2gunde;0
Almayın sakın;0
Dandik plastik parçası gibi duruyor;0
ürünü bozuk gönderiyorlar;0
şarz almıyor iade ettik nasip değilmiş;0
2.günüm bugün ve ekran tamamen gitti;0
ürün çalışmadı üstünde çizikler vardı.;0
ürün açılmadı;0
Çalışmıyor;0
Çalışmıyor önceden açılmış kutusu;0
Saçma sapan bir ürün;0
iyiçıkmadı;0
görseldekininden apayrı bir şey geldi;0
Ürün hiç istediğim gibi çıkmadı.;0
bunu alanın kendine saygısı yoktur;0
Ürünü bozuk sakın almayın iade iedecem;0
iki ayda bozuldu;0
şık güzel ürün fakat şarjı 3 saat bile dayanmadı iade ettik;0
Çok kalitesiz bir üründü 1 haftada bozuldu.;0
Bağlantı hatası veriyor ayriyetten satış yapan firmaya ulaşmıyor tavsiye etmem;0
bir ay kullandım ekran gitti para çöp kullanırken gayet güzeldi ama ömrü kısa;0
ürün neden açılmıyor şarja taktım ama açılmıyor;0
hiç beğenmedim kullanışlı degil şarjı bitmişti şarja taktim bi daha açılmadı atmak zorunda kaldim;0
Ürün bozuk geldi çalışmıyor mağdur olmamanız için almamanızı tavsiye ederim açılmıyor bile iade;0
Telefona bağlanmıyor ve şarjı hemen bitiyor geri iadesini yapıcam;0
Akıllı saat sipariş etdim,yerin kulaklık gönd?rdil?r. Kulaklıksa hiiiç çalışmıyor;0
bozuk ürün yolladılar acilmiyo şarja taktım belki açılır diye yine açılmadı iade edicem;0
bozuk geliyor,şarj almıyor, mıknatıs mekanizması olmuyor;0
Duş alırken kolumda unutmuşum su aldı bozuldu şuan açılmıyor;0
ilk önce çalıştı sonra şarj olmadı bilmiyorum sebebi nedir iade ettim;0
Çok kalitesiz bir ürün boşuna para vermeyin.;0
3 tane telefon denedim bir türlü uyum sağlanamıyor.;0
yazıldığı gibi dokunmatik değil haberiniz olsun yanlış açıklama var bunda özellikleri aynı değil;0
ürün çalışmıyor trend yol güvenilir site diye alışveriş yaptım fakat bundada şansım yaver gitmedi;0
3 bileklik aldık üçü de 1 hafta içinde bozuldu. Değişim veya iade etmek istiyorum.;0
takma yeri hemen koptu. Saati artik kullanamiyorum.;0
2 tane aldım 2 sinde kusurlu çıktı tavsiye etmem;0
geri iade ettim param iade olunmadı kartıma parası geri yatırılmadı.;0
Bespara etmez bu kadar yanlıs calısan bir akıllı sAt olamaz;0
urünum geldiginde calismiyordu iade ettm;0
Ürünüm bozuk lütfen yardımcı olun iade etmek istiyorum;0
çok kötü bir saatti hiç açılmadı bile, yaptığınız işin hakkını verin lütfen;0
ürünü iade ettik maalesef cihaz bağlantısı kesildi uyarısı veriyor;0
arızalı birde buraya gönderin diye kod koymuşlar yalan yalnis;0
Almanızı tavsiye etmem. Telefona bağlanmadı. Hiç bi işime yaramadı;0
Ürün pozuk çıktı bana en kısa zamanda donulmesini istiyom;0
Ürünün fiyatı uygun fakat ürün bozuk bi şekilde geldi yani memnun kalmadım bu durumdan;0
Hemen bozuldu böyle bişey olamaz kutusunu atmasaydım iade edecektim . Yardımlarınızı bekliyorum;0
almayın paraya yazık gidin 200 tl verin daha iyiyisini alın ama idare ediyor;0
yalan atıyorlar param daha yatmadı hesabıma almayın yemin ediyorum çok kötü;0
Sakın almayın firma da ürünler de oldukça kalitesiz;0
Çok kaliteli olduğunu söyleyemiycem aynı hafta içerisinde koptu Kayışları;0
iki tane aldim ikiside 2 veya 3. sarjlarinda bozuldu;0
Ürün telefonla eşleşmedi işimize yaramadı geri iade etmek zorunda kaldık;0
Ürün şarj almıyor.Dokunmatigi kalitesiz ve ürün kullanışlı değil.;0
Çok kötü başka bir siteden alın telefona bağlanmıyor ve ekranı çıkıyor;0
ürünler çok kalitesiz çıktı maalesef hiç bir ayarı olmuyor aldığıma pisman oldum;0
Ürünü Kullanma klavuzuda yazan bütün talimatları uyguladığım halde bir türlü telefonuma bağlayamadım.;0
Ana gövde kayışa yerleştirildiği an ön yüz atıyor son derece kalitesiz bir ürün iade ediyorum;0
Almayın. Paranıza beklediğiniz zamana yazık;0
ürün calismiyo hiç memnun kalmadım idae ediyorum;0
aldığımıza çok pişman olduk saat çok basit ve kullanışsız;0
Aldık ama iptal ettik çünkü sürekli bağlantı koptu diyordu bağlanma sorunu yaşıyorduk tavsiye etmem;0
İki tane aldım ürünler telefona bağlanmıyor hiç beyenmedim;0
Ürünler istediğim gibi gelmedi şarjları tutmuyor iki tane aldım iade yaptım kabul edilmedi;0
Ürün açılmıyor şarja taktım sarj olduğunu da göstermiyor hiç açılmıyor;0
Şarj marj hak getire aklı olan para vermesin buna;0
Ürün tamami ile berbat, kesinlikle hiç kimseye tavsiye etmiyorum. Almayın arkadaşlar pranıza yazık..;0
arkadaşlar almayın aldım. çalışmıyordu geri yolladım bakalım ne olacak;0
kemer baya kalitesiz ilk günden çit olan yeri kırıldı;0
aldım ikinci gün su kaçtı 3.gün tamamen pert kesinlikle tavsiye etmiyorum;0
ürün çok kötü kordona girmiyo koyarken kırıldı açılmıyo almayın alacaksanız m3 alin;0
Telefonunuza bağlanmıyor eğer m4 niyetine alıyorsanız vazgeçin dokunmatik değil;0
Maalesef çalışmadı bende anlamadım geri göndereceğim;0
pembe renk diye bir seçenek yok kordon pembe geldi;0
şarjı çok çabuk bitiyor bu yönünü beğenmedim;0
berbat sakin ama sakin almayın paranıza yazık.Dokunmatik.calismiyor telefona baglanmiyo;0
cok kotu baglanti hemen kesiliyo kalori yanlis kesinlikle almayin derim;0
ürün telefona bağlanmıyor bile, cok kalitesiz;0
Saati ayarlıyamıyoruz ne yapmamız gerek 2 tane saatçıya gösterdik anlamadı;0
Çok kötü sakın almayın iade edemiyorum offfff;0
buluta baglanmiyo. saatini ayarlayamadim sacma sapan bisey. iade etcem;0
tavsiye etmiyorum , problem yaşayıp mağdur oluyosunuz. sinir;0
bağlantı sürekli kopuyor hiç memnun kalmadım:(;0
Ürün açılmıyor. Sarj oluyor ancak açılmıyor.;0
Hiç iyi bir ürün değil ayarlamalarını yapamıyorsun saat tarih ayarlamıyorsunuz;0
daha iyi olabilirdi;0
boşa para sakın almayın;0
BOZUK GELDİ ALMAYIN BOŞUNA iade edecem;0
Ben 2 adet aldım hiç memnun değilim;0
Beğenmedim;0
Uzun süreli kullanamadık bozuldu;0
idare eder;2
pek beğenmedik ayarlayamadik bir türlü;0
Çabuk bozuluyor;0
ürünü hiç açamadım bile;0
siparişim gecikdi;0
Orta kalitede;2
Cok sevemedim;0
Şarjı çok çabuk bitiyor;0
Fiyatına göre iyi;1
güzel beğendim;1
ürün bekledigim gibi degil tavsiye etmem;0
bu fiyata pek bir şey beklemeyin.;0
berbat ötesi almayin;0
kurulum yapamıyorum;0
1ay sürmedi ekran görüntüsü gitti;0
Yanlış ürün geldi resmen rezalet;0
bozuk cıktı;0
urun bozuk;0
Ürün açılmıyor bekledim gibi gelmedi;0
çakma çikti o yüzde rezalet !;0
saat resmen ama resmen yamuk geldi;0
bozuk ürün sakın almayın;0
Çok kullanışsız;0
sakın almayın paranız yakın çok kötü;0
Çok çabuk bozuldu.;0
bozuk geldi cok kötü;0
Bir yıldız bile fazla. Vasat bir saat;0
Almayın! Bağlayamadım uygulamaya.;0
Resmen büzük geldi;0
hiç memnun kalmadım;0
ürünü kuramiyorum;0
Çabuk bozuldu;0
bozuk çıktı açamıyorum almayın çok kötü;0
Almayın açılmıyo bile;0
berbat sakın almayın;0
şarjı çok hızlı bitiyo ve ayarlayamadim;0
2.ci el geldi kullanışsız almayin;0
ürün rezalet almayın sakın tuzak.;0
Hiç kullanışlı değil;0
her telefonda kurulumu olmuyor;0
uyumsuz bi saat ve kalitesiz;0
hiç iyi değil tavsiye etmem;0
ekranı açılmıyor almayın;0
Almayın aldırmayın;0
bence almayın ürün kötü çıktı;0
SAAT CALIŞMIYOR;0
sakin almayin urun acilmadi bile;0
Asla telefona bağlanmıyor uygulama dahil;0
ürün türkçeye çevrilmiyor;0
Cok kötü almayin;0
Degmez boş;0
Saat bozuk açılmıyor;0
adim sayarı sayim yapmiyor;0
sakın almayın;0
çok kötü kesinlikle tavsiye etmiyorum;0
iki haftalık ömrü varmış;0
Hayal kırıklığı;0
çok kötü almayın;0
verilen paraya yazık.;0
kullanissiz bence;0
urunu telefona baglayamadim;0
gelmedi çok pismanım;0
Çok kötü almayın;0
Almayın!!!!;0
cok kotu pili calişdirmadan hemen bitiyo;0
bunun yerine daha kaliteli almalisiniz;0
beş para etmez;0
Berat salına satın almayin;0
tek kelime ile berbattı;0
rezalet boşa para kaybı;0
sarj probkemi var o yuzden beyenmedim;0
beklentimi karşılamadı;0
ürün gelmedi;0
Merhaba benim ürünüm gözlük camı çizik geldi siz trendyoldan aldığım bilgiye göre kullanılmış ürün die bana iade göndermiyormuşsunuz geldiği günün ertesi günü kargoya verdim ve camı çizik gözlüğü nasıl kullanabilirim ayrıca bu kadar ucuz bir üründen kaliteli bir hareket zaten beklemezdim ancak Trendyol kalitesine güvenmiştim bana geri iade etseniz de teslim almayı düşünmüyorum lütfen yapılan hatayı en azından Trendyolla çalışa;0
Görselde gözüken gibi değildir Gözlük kutusu dandik kapatıldığında bile kapanmıyor iade edecektim sinirimden kırdım;0
iyi günler ben sade siyah cam sipariş verdim yalnız renk farklı geldi bide küçük geldi .;0
ürün simsiyah gözüküyor ama bana gelen gözlük mordu gerçekten komik bir hata ayrıca alacaklar gözlüğün oyuncak kalitesinde olduğunu bilmesini isterim.İade edeceğim.;0
Sakın almayınn sakınnn ..!!! Ekranda siyah görünen gözlük mor camlı geldi ürünün fotoğraftakiyle alakası yok.Çok pişmanım;0
Sakın tercih etmeyin. İlk siparişte yanlış gözlük geldi sipariş verdigim ürünün fiyatının yarı yarıya olanından gönderdiler iade ettim tekrar bu gözlükten sipariş verdim. Ortalama bir ürün beklerken oyuncak gözlük kalitesinde geldi. Tekrar iade ettim ve kesinlikle bir daha bu firmadan bir ürün almayı düşünmüyorum. Tam bir hayal kırıklığı bu firma ile çalışmak trendyol için kalitenin düşmesi demek;0
Küçük bi ürün burnu büyük olanlar kesinlikle almasın ayrıca karton kutu içerisinde geliyor gözlük kutusu yok. ilk kullanımdan sonra farkettim gözlük yamuk arkadaşlar. Uğraşmak istemediğim için geri göndermedim asla tavsiye etmiyorum;0
arkadaşlar ben de almak istedim sipariş verdim elime ulaşmasını bekledim 1 haftadan fazla bi süre sonra aradım derken birkaç gün önce iadeye düşmüş yani demem o ki kalkın gidin kargosu başka olan bi yerden alın agt kurye ??;0
arkadaşımda Vardı hoşuma gitti Sipariş verdim ve kırık gönderildi o yyüzden hevesim kaçtı gözlük küçük Büyük kafalar tavsiyem değildir;0
Çok kalitesiz bi ürün gözlük kutusu bile çok kötü;0
Fiyat olarak aşırı iyi ama siyah bekler iken morumsu bişi geldi cam rengi;0
Fiyatına göre iki camda da birsür çizikli gelmesi normal :(;0
Göründüğü gibi değil tavsiye etmem;0
Çerçeve kısmı fotoğrafta siyah, elime ulaşan üründe gümüş rengi. Bu görünüşü çok değiştiriyor. Kargo elime sipariş verdikten 21 gün sonra ulaştı.;0
Bu ne ya?? Kirik geldi , iade yapdim, 10 gun gecdi reddedildi!! Kargodan aldim acdim kirik oldu, 5 dk icinde iade yapdim, bana boyle bi sey yapdiniz! Lanet olsun! Cok kotu!;0
buürünü geri teslim edmek istiyorum sürat kargoya ulaşamıyorum bana müşteri hizmetleri numarasını gönderebilirmsiniz bir de diğer siparişim gelmedi;0
yanii çokta begenemedim ben adıktan sonra indirime düşmeside şanssızlık ama idare eder işde paketleme irenctiii.;0
ürün profilinde camlar simsiyah görünüyor, fakat ürün elime geldiğinde ekranda fazla siyahlık olmadığını fark ettim, en yakın sürede geri iade yapıcam... ????;0
ürün göründüğü gibi değil kaliteside kötü fotoğraftaki gibi keşke olsaydı trendyolun böyle bir hata yapması üzücü;0
ürün fotograflarında siyah çerçeveli ama bize gelen gri çerçeve bu ne vurdumduymazlık 2 adet sipariş ettik tek temizleme bezi koymuşlar;0
Sakın ha sakın almayınız böyle kalitesiz bir gözlük hayatımda görmedim. Camları bile çerçeveye tam oturmuyor boşluk kalıyor. Kalitesiz.;0
rengi siyah d çıkmadı ??;0
iki adet indirimden aldım paketleme berbat zaten dandik bespara etmeyen ürün bide korunaksiz paketlenmiş iyice yamulmus kesinlikle tavsiye etmiyorum;0
Oğluma aldim resimdekinden farklı ve çok kücük bir ürün geldi.Resimde tamamen siyah bir cam görüyoruz fakat gelen gözlükte siyahtan şeffafa geçen bir gradient cam geldi tavsiye etmiyorum.;0
Ürünün iadesi kabul edilmedi ama hala geri elimizede ulaşmadı. Ürün geri elimize ulaşmasını bekliyoruz.;0
Oyuncak bile olmaz, olamaz o derece dandik üstelik iade de kabul edilmedi yeniden satisa sunmaya uygun bulunmamis..;0
Cam rengi göründüğü gibi gelmedi.;0
resimdeki model gelmedi. yanlış ürün gönderildi . iade ettim. satıcıya herhangi bir şekilde nasıl ulaşılır bilemiyorum. tekrar sipariş verdüm yine yanlış ürün geldi.yine iade edicem ve bi daha almıyorum.;0
ürün kesinlikle orjinal olamaz çok basit kullanılamayacak kadar alan kişilerin bunu göz önünde bulundurarak almasını tavsiye ederim;0
Gözlük kullanılabilir durumda değil çok küçük geldi,oyuncak gibiydi;0
Çok kalitesiz insan kandırmaca resmen dışarda satılan ucuz gözlüklerden bir farkı yok;0
resmen karton kutunun içinde geldi ve gözlük yamuk iade edicem;0
Ürün geldi aldım ertesi günü iki camıda çerçeveden çıktı geri iade ettim iade reddedildi reddedilme nedeni satışa uygun değil güven vermeyen bir firma trendyol konseptine yakışmıyor ürün çok kötü ürünün arkasında durmayan bir firma paramızla rezil olduk;0
Ürün göründüğü gibi küçük değil büyüktür arkadaşlar. Görünüşü iyi lakin denizaltı gözlüğü gibi büyük..;0
Ürünnun fiyati kalitesine gore cok yuksek cok siradan bir cercevesi vardi ve resimdeki gozuken gibi yuvarlak cerceve degil koseli... İade;0
Biraz yamuk ve fiyatını haketmeyen bir ürün;0
küçük bir gözlük yüzümde hiç beklediğim gibi durmadı;0
Güneş karşıdan vurduğu zaman buğulu görünüyo hiç iyi değil almayın;0
beklediğim gibi gelmedi iyi ürün değil kalitesiz;0
Çok dandirik duruyor sanki elinize alınca kırılacak gibi performansı fiyatı karşılamıyor ??;0
resimdeki gibi camları yok mor geçişli bir rengi var ve çerçevesi farklı renk geldi. küçük duruyor bana pek kaliteli de gelmedi oyuncak gibi.;0
ürün göründüğü gibi geldi ama gözlük kabı yok orijinal ürün gibi gelmedi bana;0
Ürünü beğenmedim kulak arkasına gelen kısım kısa sadece bayanlr için erkeklerin kulağının yarısında kalıyor ??;0
Göründüğü kadar koyu değil sefaf lacivert;0
Gözlük çok küçük çocuklar için alıyorsanız alın;0
benim sipariş ettiğim ürün gelmedi ucuz ettin yahnisi bukadar olur güvenmeyin boylerine;0
Ürün çok kötü ve camın üstünde çizik vardı aynı zamanda çok kalitesiz;0
İlk defa bir ürüne bu kadar kötü puan veriyorum. Çerçeveleri açarken her an elinize gelip kırılacak gibi çok kalitesiz, açarken de zorlanıyorsunuz kapatırken kapanmıyor. Küçük olacağını bekliyordum lakin çocuk gözlüğü olacak şekilde de beklemiyordum. Kesinlikle tavsiye etmiyorum. Paranıza yazık olur Çerçevesi kapanmayan bir gözlüğün camından bahsetmiyorum bile...;0
Tek fotoğraf var pek anlaşılmıyo ama fotoğraftaki gibi değil çok kötü iki çerçeve arası mesafe ve yanları kötü indirimdeyken almıştım allahtan yoksaki bu paraya değmez;0
Resimde görünen ile alakası yok 1 ? bile fazla;0
Fiyat iyi ama ürün aynı gelmedi farklı bir gözlük yollandı.;0
Göründüğü gibi gelmedi. Camları tam siyah değil mor gibi, sap rengi de beyaz ve çirkin duruyor. Beğenmedim;0
çok küçük geldi ve siyah degil iki renkli yinede idare eder;2
benim gözlüğüm çizik bir şekilde geldi hiç memnun kalmadım;0
arkadaşlar aldım bir işe yaramıyor kimse almasın;0
istedigim gözlük gelmedi ve gelen gözlükte yamuk geldi hiç beğenmedim;0
Görselde ki gözlükle uzaktan yakından alakası yok kaynak gözlüğü göndermişler resmen;0
Fotoğraftakinden baya farklı geldi kaliteli durmuyor, kamyoncu gözlüğü gibi;0
yanlış ürün geldi ve her an kör olabilirsiniz almanızı önermem.;0
görseldeki gibi değil pişman oldum:/ neden görseldeki urun gelmez :/;0
Beş kuruş etmez malları dandik 40 liraya arkadaşım aldı kutusu bile var orjinal bir mal;0
Ürün sapları açarken kırılacak gibi, çook dikkatli kullanmak gerekir, yüze de küçük geliyor;0
Gözlük yamuk çıktı yapmayın gözünüzü seveyim;0
trendyol sizdemi beyendiğimiz ürünü beklerken gönderdiğiniz ürün farklı;0
Ürün resimde göründüğü gibi ama kalite konusunda aynı şeyi söyleyemiyeceğim. Görüntüsü güzel ama kalitesiz.;0
Başta hatalı ürün gönderdiler fakat daha sonra iademi reddedip asıl göndermeleri gereken ürünü gönderdiler;0
bu kadar uyduruk bir mal olamaz birde siyah bile değil gelen ürün le hiç alakası yok değişim için gönderdm tekrar aynısı geldi birde kargo gidiş dönüş parasıda dahil hiç tavsiye etmiyorum;0
Ürünün camı büyük yani minyon tiplere gidicek bi gözlük değil bilginiz olsun ve çerçeve her an çıkıcak gibi yan kısımlarının boyaları kavlamış beklediğim gibi gelmedi;0
Camında rea zon diye marka yazmasaydı daha iyi olabilirdi genel olarak resimde gördüğünüzle aynı ürün geldi;0
siyah beklerken resimdeki ile alakasız bi ürün geldi yanında bileklik göndermişler geldiği gün koptu carşida 20 liralik gözlükler gibi;0
Fiyatına göre gözlük gayet kaliteli yalnız simsiyah değil birde gözlük kutusu dediği kalın karton kutu ve bez torba ile gönderilmiş indirimde 50 liraya aldığım için iade etmeyeceğim.;0
Gözlüğün duruşunda bozukluk vardı. Yüzünüz küçük ise uygun olacaktır.;0
çerçevesi sarı göndermişler. beğenmedim iadeyle de uğraşmak istemiyorum, hediye vericem beğenen bi arkadaşıma...;0
kulak kısmı fotoğraftaki gibi siyah değil şeffaf gözlüğün tüm havasını almış böyle olacağını bilsem almazdım;0
Gözlüğün dış görünüşü okey ama açıp kapatma kısımları aşırı zor açıldı daha zorlasan kırılır camlar mor;0
3lü kampanyadan aldım ama bu modelin burna oturan kısmında yamukluklar var diğer ikisi çok güzel ama bu aynı kalitede değildi paket halinde aldığım için iade edemedim ??;0
Geniş ve uzun bir yüz yapınız varsa bu ürünü almamanızı tavsiye ederim. Ayrıca fazla ince olduğundan her an kırılacakmış gibi geliyor;0
Ürün fotoğraftaki gibi değil paketlenmesi berbat ötesiydi ve insan bir kutuya koyar 20 liralık seyyar gözlükçülerin gözlükleriyle aynı kalitede kimse kimseyi kandırmasın yada bana gönderdikleri böyle iade edeceğim sanırım;0
bir menteşesi aşırı sert çoğu insana küçük gelir takıldığı zaman hic bir şey goremiyorsunuz sadece aksesuar olarak işe yarar;0
Yani en azından ürünü gözlük kutusuna koysaydınız daha güzel beklerdim kadıköydeki gözlükten farkı yok alıcakların haberi olsun;0
Ya verdiğimiz paranın bir değeri olmalı gözlüğü yamuk bir şekilde yollanışsınız bilerek geri iade etmedim ama müşteri memnuniyeti diye bişey var...;0
Güneş gözlüğümü aldım fena değildi ama almak isteyen olursa yüz şekli küçük olması lazım gözlük küçük biraz görünüş olarak güzel ama kalitesini çok beğenmedim;0
Ürün burnundaki acitmasin diye konulan şeylerden 1 i yok gelirken kırılmış heralde insan biraz dikkat eder ya;0
yüzüm ve alnım geniş olmasına rağmen beğenmedim bana hiç yakışmadı ama kutusu,silgi bezi ve paketlenmesi iyiydi kargosu hızlıydı ben beğenmedim ama genel anlamıyla kötü değil;0
öncelikle hediye için teşekkür ederim . paketleme işi süper yapılmış yalnız bunu üzülerek söylüyorum çizikli bir gözlük bana geldi geri iade etmek için de erindim sadece koleksiyon olsun diye iade etmeyeceğim.;0
bu fiyata anca bu kadar dedirten bir gozluk.sokakta satilan gozluk standlarindaki gozluklerden farki yok;0
Rezalet.!!!! 2 tane gözlük aldım bu modelin siyahından 2 ikisi de farklı geldi köşeli altıgen ve dörtgen olarak görseldeki ile alakasız. büyük fiyasko sakın almayın.!;0
Gözlüğü pek beğenmedim kullanışlı değil yamuk duruyo yüzünüzde durmuyı ve çok esniyo vida kısımları almanızı tavsiye etmem;0
Ürün kaliteli gibi durmuyor. Çok kötü paketleme yapılmış. Gözlük kurusu içlerine değilde kartın kutu içine bırakılmış. Gözlüğün sol camı oynuyor. Boşuna almayın. Paranıza yazık.;0
urun cok kotu gozlugun cami dustu gozumdeyken nasil iade edicem fis olmadan iade alirlarmi acaba keske biraz daha fazla para verseydim adam gibi bisey alsaydim;0
Kötü basit duruyor ambalajıda çok sıradan normal porşete sarılı fiyat bişey olmadığı için iade etmedim taşıma ya değmez almayın hayal kırıklığı;0
resimde durdugu gibi değil daha kibar ve küçük duruyo ama elime ulaşan kocaman camlı bi gözlük suratta inanılmaz büyük duruyo;0
kenarlı kabarmış çerçevesi çok çizik boyası dökülmüş bir vaziyette bana geldi üstelik o kadar zor açılıyor ki ilk elime aldığımda takarken kenarlari kırılacak zannettim açmaya çalışırken büküldü resmen tavsiye etmiyorum;0
3 kez sipariş veriyorum hala yanlış gözlük geliyot dalga geçer gibi 1 yıldız ı bile haketmiyor bence;0
çok küçük hiç almayın derim.Ayrıca katlanma mekanizması yamuk.Gözlükte haliyle yamuk duruyor.Paranızı çöpe atmış olursunuz.;0
Ürün göründüğü gibi fakat 1 yıldız vermemin sebebi satıcının siyah istememe rağmen kahverengi yollaması;0
gözlük yanlış geliyor bir cami siyah bir camı beyaz hiç te kaliteli değil tavsiye etmem hiçbir şekilde;0
Ürün o kadar malcaki sağ tarafı ve sol tarafı orantısız açılıyor. Burun yerinin biri yukarda biri aşağıda. Çok kötü. İade edeceğim.;0
ürünün fiyatı uygundu paketleme güzeldi fakat ürün fotoğrafta göründüğu gibi gelmedi bide bu gözlüğün yüzünüze tam oturmasi için kafanızın gerçekten çok küçük olması lazım;0
aşırı kalitesiz boyutu aynı bir tarafı tam açılıp kapanmıyor fiyatına değmez bence başka alternatif gözlüklere bakın;0
Beğenmedim oyuncak gözlük gibi kutusu bile yok ve bana büyük geldi ama benim kafamın küçüklüğümden olabilir;0
gözlük güzel ona lafım yok ama çerçvesinde ki renkler atmış müşteriye böyle mi gözlük gönderiyorsunuz?;0
Kolları çok zor kapanıyor.Kapatirken bütün gözlük esniyor.Gozlugun dış yanlarından arka tarafın yansımasini görüyorsunuz.;0
